Date,Year,Quarter,Month,Region,Country,Salesperson,Channel,Product,Category,Units_Sold,Unit_Price,Discount_Pct,Revenue,COGS,Gross_Profit,Gross_Margin_Pct,Pipeline_Stage,Deal_Size,Customer_Type,Contract_Length_Mo,NPS_Score,Forecast_Revenue,Target_Revenue,Attainment_Pct,Lead_Source,Days_To_Close
2024-07-20,2024,Q3,July,Latin America,Japan,Rep_016,Marketplace,AI Accelerator,Add-on,45,5581.5,13.4,217415.69,104914.39,112501.29,51.7,Closed Won,Enterprise,Reactivated,36,9,226276.08,180724.85,105.1,Inbound,145
2024-11-01,2024,Q4,November,Middle East & Africa,UK,Rep_014,Marketplace,Analytics Add-on,Add-on,35,1667.55,13.0,50772.02,22296.9,28475.11,56.1,Proposal,Enterprise,New,36,1,50299.15,51041.06,96.5,Inbound,148
2024-08-04,2024,Q3,August,North America,UK,Rep_003,Reseller,Security Module,Add-on,26,2692.68,5.4,66195.9,21055.69,45140.21,68.2,Negotiation,Enterprise,Reactivated,1,9,72737.69,77702.94,65.5,Event,13
2023-08-11,2023,Q3,August,Europe,Canada,Rep_024,Reseller,Data Connector,Add-on,50,1526.2,18.2,62397.1,35131.76,27265.34,43.7,Proposal,Enterprise,Existing,36,2,64677.47,66435.25,103.1,Paid,94
2022-08-31,2022,Q3,August,Middle East & Africa,USA,Rep_002,Online,Starter Kit,Add-on,26,5381.66,5.6,132133.2,67437.96,64695.24,49.0,Proposal,Enterprise,Reactivated,36,9,128942.89,117845.06,96.9,Outbound,75
2023-01-22,2023,Q1,January,North America,USA,Rep_016,Partner,Pro Plan,Software,43,4307.56,22.1,144301.54,91040.56,53260.98,36.9,Closed Won,Enterprise,New,1,8,147123.64,156035.34,63.9,Paid,16
2024-04-03,2024,Q2,April,Europe,France,Rep_019,Partner,Cloud Storage,Add-on,35,2328.24,1.4,80338.46,42042.49,38295.97,47.7,Discovery,Enterprise,Existing,24,4,77153.27,68874.49,112.8,Outbound,110
2023-09-08,2023,Q3,September,North America,Canada,Rep_036,Reseller,Security Module,Add-on,36,9494.5,22.8,263907.19,177712.56,86194.63,32.7,Closed Won,Enterprise,Existing,36,9,254339.73,255074.18,71.9,Event,52
2024-08-27,2024,Q3,August,Europe,USA,Rep_036,Reseller,Analytics Add-on,Add-on,20,8602.9,11.6,152141.28,57826.65,94314.63,62.0,Proposal,Enterprise,Reactivated,12,7,144316.91,134087.39,111.7,Event,99
2022-07-09,2022,Q3,July,North America,UK,Rep_013,Marketplace,Analytics Add-on,Add-on,18,3895.25,1.0,69421.22,31638.6,37782.62,54.4,Discovery,Enterprise,New,36,4,74551.08,64782.89,136.6,Inbound,59
2023-01-25,2023,Q1,January,Latin America,Japan,Rep_036,Online,Pro Plan,Software,16,7016.14,9.9,101126.9,53428.41,47698.49,47.2,Negotiation,Enterprise,Existing,36,9,104134.85,93377.44,88.8,Event,124
2022-07-21,2022,Q3,July,Asia Pacific,Japan,Rep_010,Direct,Cloud Storage,Add-on,14,3831.91,14.1,46102.31,21645.51,24456.8,53.0,Negotiation,Mid-Market,Reactivated,36,5,42897.39,42964.87,90.4,Outbound,132
2023-11-23,2023,Q4,November,Latin America,UAE,Rep_011,Partner,Security Module,Add-on,47,6487.61,4.2,292093.12,128873.03,163220.09,55.9,Discovery,Enterprise,Existing,12,9,320737.15,345515.42,101.9,Inbound,176
2022-04-10,2022,Q2,April,Latin America,USA,Rep_014,Marketplace,Enterprise Suite,Software,9,8455.94,17.7,62648.93,27234.25,35414.68,56.5,Proposal,Enterprise,Existing,1,10,64374.64,73522.38,133.0,Paid,129
2022-02-02,2022,Q1,February,Middle East & Africa,France,Rep_019,Direct,Enterprise Suite,Software,36,4230.12,18.1,124789.59,46322.05,78467.54,62.9,Discovery,Enterprise,Reactivated,36,3,114981.53,104639.26,71.9,Outbound,163
2024-12-14,2024,Q4,December,Asia Pacific,Australia,Rep_037,Partner,Security Module,Add-on,18,7989.38,24.0,109319.91,45983.55,63336.36,57.9,Closed Lost,Enterprise,Existing,1,1,100432.21,104040.37,104.2,Inbound,168
2022-01-20,2022,Q1,January,North America,UK,Rep_034,Direct,Starter Kit,Add-on,32,8483.23,8.3,248981.46,125206.21,123775.25,49.7,Closed Lost,Enterprise,New,36,5,226401.93,206589.68,134.0,SEO,149
2022-03-09,2022,Q1,March,Asia Pacific,Canada,Rep_005,Online,Starter Kit,Add-on,2,9621.4,18.8,15623.93,8596.89,7027.03,45.0,Closed Lost,Mid-Market,Reactivated,12,10,16669.64,14931.2,131.7,Referral,103
2022-10-14,2022,Q4,October,Middle East & Africa,UK,Rep_022,Marketplace,Pro Plan,Software,48,9747.37,10.9,416748.17,146642.89,270105.27,64.8,Discovery,Enterprise,Reactivated,36,6,377542.64,378961.95,139.4,Event,63
2023-12-30,2023,Q4,December,Latin America,India,Rep_019,Partner,Data Connector,Add-on,12,6860.01,2.1,80556.53,38292.68,42263.85,52.5,Closed Won,Enterprise,New,24,3,78623.17,89704.21,72.3,Event,86
2024-01-09,2024,Q1,January,North America,UK,Rep_009,Direct,Pro Plan,Software,1,9440.01,19.0,7643.23,3881.58,3761.65,49.2,Closed Lost,SMB,Existing,36,9,7726.91,7362.09,62.1,Referral,146
2022-07-10,2022,Q3,July,Latin America,France,Rep_016,Marketplace,AI Accelerator,Add-on,1,3059.1,2.1,2994.33,1214.31,1780.02,59.4,Discovery,SMB,New,36,3,2778.04,2756.14,99.4,Inbound,47
2024-06-09,2024,Q2,June,Latin America,Japan,Rep_032,Marketplace,Security Module,Add-on,20,4944.47,6.3,92666.73,31568.48,61098.26,65.9,Discovery,Enterprise,New,36,2,85911.13,74384.23,91.7,SEO,102
2023-11-06,2023,Q4,November,Asia Pacific,Germany,Rep_020,Online,Cloud Storage,Add-on,28,8190.66,24.4,173481.63,118081.13,55400.5,31.9,Discovery,Enterprise,Reactivated,12,8,167034.47,205719.7,137.5,Referral,167
2024-10-02,2024,Q4,October,Asia Pacific,India,Rep_013,Marketplace,Analytics Add-on,Add-on,25,2945.94,9.1,66927.82,36564.04,30363.78,45.4,Discovery,Enterprise,New,1,8,72857.29,59154.78,123.8,Paid,22
2024-04-17,2024,Q2,April,Europe,Canada,Rep_025,Direct,Cloud Storage,Add-on,41,3166.76,3.9,124833.78,47153.01,77680.76,62.2,Proposal,Enterprise,Reactivated,36,10,122357.2,125163.97,133.6,Paid,112
2022-03-17,2022,Q1,March,Middle East & Africa,UAE,Rep_011,Marketplace,AI Accelerator,Add-on,39,6453.17,19.2,203292.19,80848.99,122443.2,60.2,Closed Won,Enterprise,Reactivated,36,6,222227.51,197637.05,60.8,Referral,61
2024-11-11,2024,Q4,November,Latin America,France,Rep_010,Online,Analytics Add-on,Add-on,24,4032.11,14.7,82531.18,47716.26,34814.92,42.2,Closed Won,Enterprise,Existing,1,5,81144.25,97773.96,69.3,Paid,41
2023-12-15,2023,Q4,December,Asia Pacific,UK,Rep_029,Reseller,Security Module,Add-on,30,7884.85,8.7,215948.17,101780.44,114167.73,52.9,Negotiation,Enterprise,New,24,1,229344.99,182699.52,127.9,Paid,32
2022-12-03,2022,Q4,December,Middle East & Africa,Australia,Rep_015,Reseller,Analytics Add-on,Add-on,12,5607.72,10.7,60119.77,25756.09,34363.68,57.2,Closed Lost,Enterprise,New,36,7,54458.8,62863.8,75.8,SEO,114
2024-03-07,2024,Q1,March,Europe,India,Rep_007,Marketplace,Enterprise Suite,Software,14,2926.78,19.9,32820.82,19501.6,13319.22,40.6,Closed Lost,Mid-Market,Existing,24,4,32542.18,29700.92,129.0,SEO,168
2023-10-04,2023,Q4,October,Middle East & Africa,India,Rep_012,Online,Data Connector,Add-on,26,5951.65,21.1,122033.35,59882.55,62150.8,50.9,Discovery,Enterprise,Reactivated,1,3,117473.84,109272.21,69.4,Referral,41
2024-11-12,2024,Q4,November,Latin America,France,Rep_012,Marketplace,Data Connector,Add-on,39,1550.1,4.6,57646.5,23935.35,33711.14,58.5,Closed Lost,Enterprise,Existing,24,3,54038.96,65532.2,109.6,Referral,7
2024-09-19,2024,Q3,September,Europe,Australia,Rep_027,Reseller,Starter Kit,Add-on,25,9644.53,12.4,211277.19,102800.87,108476.32,51.3,Proposal,Enterprise,New,1,10,191453.51,233339.32,83.4,Referral,62
2023-08-15,2023,Q3,August,Latin America,UK,Rep_037,Direct,Starter Kit,Add-on,37,7475.68,13.7,238586.54,135943.4,102643.14,43.0,Negotiation,Enterprise,Reactivated,24,9,253980.66,194840.31,117.5,SEO,60
2024-05-20,2024,Q2,May,Europe,UK,Rep_029,Direct,Pro Plan,Software,20,8772.14,6.6,163915.47,54046.47,109869.01,67.0,Closed Lost,Enterprise,New,24,10,168268.11,142015.16,71.1,Outbound,57
2022-05-02,2022,Q2,May,Middle East & Africa,Brazil,Rep_019,Marketplace,AI Accelerator,Add-on,18,6048.21,24.5,82222.32,37243.02,44979.3,54.7,Negotiation,Enterprise,Reactivated,1,3,89832.36,91618.4,133.5,Referral,172
2022-09-17,2022,Q3,September,Europe,Canada,Rep_032,Partner,Starter Kit,Add-on,10,7170.67,19.0,58056.01,36363.93,21692.07,37.4,Discovery,Enterprise,Reactivated,24,7,56606.61,48198.47,123.6,Inbound,108
2024-11-21,2024,Q4,November,Asia Pacific,UK,Rep_030,Online,Security Module,Add-on,30,9511.49,0.1,285168.28,108950.98,176217.3,61.8,Closed Won,Enterprise,Reactivated,36,4,311867.36,322222.78,99.6,Referral,77
2023-11-23,2023,Q4,November,Middle East & Africa,USA,Rep_007,Reseller,Starter Kit,Add-on,32,7924.38,19.1,205256.93,132758.95,72497.98,35.3,Closed Won,Enterprise,New,12,8,203471.94,245638.21,94.2,Paid,38
2023-09-11,2023,Q3,September,Asia Pacific,Germany,Rep_004,Reseller,Starter Kit,Add-on,6,6613.96,9.3,35994.73,14389.23,21605.5,60.0,Negotiation,Mid-Market,Reactivated,12,7,37114.06,38927.55,60.1,Event,24
2022-09-29,2022,Q3,September,Middle East & Africa,UK,Rep_028,Partner,Analytics Add-on,Add-on,44,4560.66,8.6,183432.68,60605.13,122827.55,67.0,Proposal,Enterprise,New,12,7,168366.66,205881.67,68.3,Referral,81
2022-10-08,2022,Q4,October,Europe,USA,Rep_040,Partner,Data Connector,Add-on,42,9929.81,13.3,361739.76,140009.95,221729.82,61.3,Proposal,Enterprise,Existing,12,3,392118.24,378535.48,95.4,Outbound,27
2022-07-25,2022,Q3,July,North America,Germany,Rep_016,Online,Starter Kit,Add-on,38,7353.09,10.7,249422.73,108381.52,141041.22,56.5,Closed Won,Enterprise,New,24,1,266777.17,265226.7,84.1,SEO,160
2024-11-09,2024,Q4,November,Latin America,Japan,Rep_032,Reseller,Analytics Add-on,Add-on,19,6531.46,19.8,99471.28,61546.36,37924.92,38.1,Closed Won,Enterprise,New,36,10,90936.89,114938.05,61.0,Referral,86
2022-09-28,2022,Q3,September,Middle East & Africa,UK,Rep_002,Marketplace,Data Connector,Add-on,27,3780.04,19.1,82599.97,48043.8,34556.17,41.8,Closed Won,Enterprise,New,24,4,74997.91,68077.87,123.1,SEO,78
2024-10-23,2024,Q4,October,Latin America,Germany,Rep_018,Direct,Data Connector,Add-on,45,4141.32,13.4,161310.06,85750.33,75559.74,46.8,Negotiation,Enterprise,New,12,3,162484.08,154259.62,110.7,Paid,179
2022-05-16,2022,Q2,May,Latin America,Canada,Rep_008,Reseller,Security Module,Add-on,47,9542.59,6.1,421089.52,161307.91,259781.61,61.7,Discovery,Enterprise,Reactivated,1,5,435076.39,447711.19,74.1,Inbound,40
2022-01-24,2022,Q1,January,Latin America,Germany,Rep_024,Partner,Starter Kit,Add-on,23,5324.45,18.0,100395.74,60710.34,39685.39,39.5,Negotiation,Enterprise,Reactivated,1,1,97082.9,97557.53,101.9,Referral,152
2022-06-07,2022,Q2,June,Latin America,UAE,Rep_011,Online,Cloud Storage,Add-on,33,3728.21,14.2,105594.92,52276.21,53318.71,50.5,Closed Won,Enterprise,Reactivated,1,4,110679.94,84584.42,128.7,Inbound,67
2022-04-05,2022,Q2,April,Asia Pacific,USA,Rep_036,Reseller,Cloud Storage,Add-on,25,9217.22,24.0,175107.47,79438.67,95668.81,54.6,Closed Lost,Enterprise,Existing,12,7,189671.33,162495.19,126.1,SEO,100
2022-09-02,2022,Q3,September,Europe,UK,Rep_030,Online,Enterprise Suite,Software,15,8081.51,23.9,92308.67,66109.21,26199.46,28.4,Negotiation,Enterprise,Existing,1,9,91510.13,87468.72,83.3,Referral,164
2023-05-12,2023,Q2,May,Asia Pacific,France,Rep_016,Partner,Cloud Storage,Add-on,38,9723.21,19.4,297812.88,203010.6,94802.29,31.8,Closed Won,Enterprise,Existing,1,4,300287.42,314006.98,115.5,Inbound,90
2022-01-03,2022,Q1,January,Asia Pacific,USA,Rep_010,Online,Data Connector,Add-on,7,2209.9,10.5,13845.77,8442.84,5402.93,39.0,Closed Won,Mid-Market,New,12,9,13605.01,16036.6,96.7,Paid,26
2022-07-15,2022,Q3,July,Latin America,Germany,Rep_016,Online,Starter Kit,Add-on,5,5999.58,16.6,25029.91,9466.46,15563.46,62.2,Negotiation,Mid-Market,Existing,36,6,24119.11,22746.74,66.0,Outbound,39
2022-08-12,2022,Q3,August,North America,UAE,Rep_014,Reseller,Starter Kit,Add-on,11,4604.75,3.0,49123.4,19172.32,29951.08,61.0,Negotiation,Mid-Market,Existing,24,2,45099.41,55167.48,84.3,Paid,159
2022-03-24,2022,Q1,March,Asia Pacific,France,Rep_004,Online,Analytics Add-on,Add-on,10,1092.89,8.9,9956.9,3956.85,6000.05,60.3,Negotiation,SMB,New,1,7,10663.04,10179.75,104.0,Inbound,123
2022-07-28,2022,Q3,July,North America,Japan,Rep_026,Online,Starter Kit,Add-on,1,803.36,5.6,758.71,397.86,360.86,47.6,Closed Won,SMB,Reactivated,24,2,686.15,626.54,132.2,Event,37
2022-07-08,2022,Q3,July,North America,Canada,Rep_026,Reseller,AI Accelerator,Add-on,3,9433.35,23.1,21761.81,8848.28,12913.53,59.3,Closed Won,Mid-Market,Existing,36,3,21126.12,25315.98,82.0,Event,43
2022-03-12,2022,Q1,March,Asia Pacific,Brazil,Rep_025,Partner,Analytics Add-on,Add-on,32,4236.52,1.5,133502.04,59334.67,74167.37,55.6,Proposal,Enterprise,New,12,9,141374.56,159636.59,122.6,Referral,127
2024-09-19,2024,Q3,September,Middle East & Africa,India,Rep_015,Direct,AI Accelerator,Add-on,33,3350.72,0.7,109853.4,40647.94,69205.46,63.0,Negotiation,Enterprise,New,36,9,106721.1,113543.99,78.6,Outbound,30
2023-05-23,2023,Q2,May,Asia Pacific,Japan,Rep_037,Reseller,Analytics Add-on,Add-on,35,8198.59,1.4,282940.05,151887.33,131052.72,46.3,Negotiation,Enterprise,New,12,4,288175.55,317595.71,115.8,SEO,12
2023-12-22,2023,Q4,December,Middle East & Africa,France,Rep_020,Partner,Starter Kit,Add-on,13,8398.63,24.3,82694.92,54874.99,27819.92,33.6,Proposal,Enterprise,New,1,1,78272.78,73393.69,102.1,Inbound,89
2023-02-17,2023,Q1,February,Asia Pacific,USA,Rep_002,Partner,Starter Kit,Add-on,46,1938.11,21.7,69801.89,44630.49,25171.4,36.1,Discovery,Enterprise,Reactivated,12,2,74638.89,79872.05,136.8,Referral,174
2024-03-21,2024,Q1,March,Asia Pacific,Canada,Rep_032,Online,Pro Plan,Software,20,3360.51,18.3,54904.84,36560.02,18344.82,33.4,Closed Lost,Enterprise,Reactivated,24,4,56722.54,61810.87,90.3,Paid,80
2022-09-18,2022,Q3,September,North America,India,Rep_003,Partner,Starter Kit,Add-on,45,9496.24,24.9,321108.92,170035.11,151073.8,47.0,Discovery,Enterprise,Existing,12,10,295684.17,320618.91,86.5,Inbound,65
2023-12-12,2023,Q4,December,Europe,UAE,Rep_029,Direct,AI Accelerator,Add-on,41,8875.14,17.7,299385.94,117235.62,182150.31,60.8,Negotiation,Enterprise,New,12,2,290433.17,333757.84,117.6,Inbound,103
2024-06-16,2024,Q2,June,Europe,UK,Rep_031,Marketplace,Data Connector,Add-on,27,5031.2,13.7,117299.18,53614.06,63685.12,54.3,Closed Lost,Enterprise,New,36,2,124318.24,95407.06,61.6,Referral,31
2022-06-01,2022,Q2,June,Europe,UK,Rep_022,Marketplace,AI Accelerator,Add-on,25,1775.86,23.5,33943.04,14151.44,19791.6,58.3,Discovery,Mid-Market,Existing,1,7,36946.61,29394.64,131.2,Outbound,18
2022-07-27,2022,Q3,July,Europe,France,Rep_017,Online,AI Accelerator,Add-on,13,4209.94,23.1,42065.27,24000.32,18064.95,42.9,Negotiation,Mid-Market,New,1,1,41164.25,42900.9,99.3,Inbound,97
2022-01-08,2022,Q1,January,North America,UK,Rep_002,Partner,Data Connector,Add-on,19,8273.19,12.0,138314.89,71721.82,66593.07,48.1,Closed Lost,Enterprise,Reactivated,24,2,137583.78,117042.56,122.8,Event,130
2023-06-27,2023,Q2,June,Middle East & Africa,Australia,Rep_003,Online,Pro Plan,Software,25,2010.84,9.2,45628.36,26209.9,19418.46,42.6,Proposal,Mid-Market,Existing,24,4,48704.43,46800.95,72.1,Paid,175
2022-07-18,2022,Q3,July,Asia Pacific,USA,Rep_025,Marketplace,Pro Plan,Software,35,4256.07,5.7,140489.71,72859.64,67630.07,48.1,Proposal,Enterprise,Reactivated,36,10,151213.4,139155.75,66.3,Paid,13
2024-10-25,2024,Q4,October,North America,Japan,Rep_013,Partner,Starter Kit,Add-on,49,4599.59,4.2,215960.99,121088.81,94872.18,43.9,Closed Won,Enterprise,Existing,1,7,203086.23,243825.49,71.8,SEO,71
2023-10-17,2023,Q4,October,North America,France,Rep_030,Direct,Pro Plan,Software,25,5651.37,21.4,111027.36,61884.41,49142.95,44.3,Discovery,Enterprise,Reactivated,36,2,109127.51,95403.58,107.0,Inbound,32
2022-07-26,2022,Q3,July,Middle East & Africa,India,Rep_039,Reseller,Security Module,Add-on,23,8802.36,16.4,169313.08,74105.16,95207.92,56.2,Closed Won,Enterprise,New,24,7,157253.0,176671.78,115.5,Inbound,106
2023-11-10,2023,Q4,November,North America,UAE,Rep_020,Online,Analytics Add-on,Add-on,48,4856.14,9.3,211391.15,85579.78,125811.37,59.5,Negotiation,Enterprise,Existing,1,4,195933.62,251489.47,95.4,Referral,73
2024-05-03,2024,Q2,May,Europe,France,Rep_024,Direct,Pro Plan,Software,29,2270.63,18.5,53650.71,33318.68,20332.04,37.9,Discovery,Enterprise,New,1,5,55899.42,51577.33,122.4,SEO,150
2022-03-01,2022,Q1,March,Europe,UAE,Rep_013,Online,Starter Kit,Add-on,13,8401.37,11.4,96754.75,39577.54,57177.2,59.1,Negotiation,Enterprise,Existing,36,2,100260.64,86767.26,99.1,Event,50
2024-08-29,2024,Q3,August,Asia Pacific,UK,Rep_019,Direct,AI Accelerator,Add-on,11,8408.01,20.8,73276.68,33727.16,39549.52,54.0,Proposal,Enterprise,New,12,10,77377.68,64903.17,77.7,Outbound,178
2023-02-28,2023,Q1,February,Latin America,USA,Rep_031,Partner,Security Module,Add-on,33,395.51,19.2,10547.36,6461.7,4085.66,38.7,Closed Lost,Mid-Market,Reactivated,1,4,10025.03,11834.49,84.4,Paid,169
2023-07-18,2023,Q3,July,Latin America,France,Rep_040,Reseller,Data Connector,Add-on,23,4697.18,7.6,99874.58,38304.11,61570.47,61.6,Discovery,Enterprise,New,1,9,109850.64,118510.6,127.2,SEO,170
2023-08-02,2023,Q3,August,North America,Brazil,Rep_017,Online,Security Module,Add-on,31,824.6,16.0,21468.86,13985.1,7483.76,34.9,Closed Lost,Mid-Market,New,12,1,22780.31,24065.43,108.0,Paid,86
2022-10-14,2022,Q4,October,Latin America,USA,Rep_038,Marketplace,Enterprise Suite,Software,19,2741.38,9.7,47030.23,21076.22,25954.01,55.2,Closed Lost,Mid-Market,Existing,12,9,48331.22,46573.76,135.3,Referral,134
2023-09-07,2023,Q3,September,Middle East & Africa,France,Rep_012,Online,Starter Kit,Add-on,12,3078.08,18.5,30095.17,15428.41,14666.76,48.7,Closed Won,Mid-Market,New,24,4,31565.08,27772.85,123.0,Referral,100
2023-06-18,2023,Q2,June,Latin America,India,Rep_005,Reseller,Security Module,Add-on,8,4810.26,14.6,32867.78,19879.77,12988.01,39.5,Closed Lost,Mid-Market,Reactivated,1,7,33063.92,31725.39,129.7,Outbound,40
2023-02-15,2023,Q1,February,Latin America,Germany,Rep_006,Reseller,AI Accelerator,Add-on,37,8948.88,3.6,319252.95,181004.62,138248.34,43.3,Negotiation,Enterprise,Reactivated,12,6,327840.79,256004.28,81.9,Outbound,152
2022-11-21,2022,Q4,November,North America,Australia,Rep_025,Direct,Cloud Storage,Add-on,9,6220.9,10.1,50341.8,25663.38,24678.43,49.0,Closed Won,Enterprise,Reactivated,12,6,54873.26,58235.53,120.5,SEO,53
2022-02-06,2022,Q1,February,Europe,Canada,Rep_033,Marketplace,Enterprise Suite,Software,15,6995.54,3.2,101550.86,40513.37,61037.49,60.1,Negotiation,Enterprise,New,1,1,97452.31,93054.21,118.2,SEO,139
2023-11-23,2023,Q4,November,Europe,Germany,Rep_026,Direct,Data Connector,Add-on,22,9961.16,18.8,178049.43,92598.78,85450.64,48.0,Closed Lost,Enterprise,New,12,4,186384.87,184437.33,73.5,Referral,171
2022-03-18,2022,Q1,March,Asia Pacific,UK,Rep_002,Direct,Data Connector,Add-on,50,5439.39,24.9,204338.74,84894.36,119444.38,58.5,Closed Won,Enterprise,Existing,36,7,188955.92,184128.68,116.1,Outbound,180
2022-01-20,2022,Q1,January,Latin America,Germany,Rep_027,Direct,Security Module,Add-on,43,1188.6,15.6,43152.12,21981.21,21170.91,49.1,Discovery,Mid-Market,Reactivated,1,5,39820.89,36355.9,75.9,Outbound,72
2024-12-07,2024,Q4,December,Asia Pacific,Japan,Rep_031,Online,Analytics Add-on,Add-on,46,4214.61,13.7,167304.9,65934.62,101370.28,60.6,Closed Lost,Enterprise,New,1,2,180919.51,189739.3,113.5,Outbound,28
2024-11-13,2024,Q4,November,North America,Brazil,Rep_030,Direct,Pro Plan,Software,17,6513.5,24.4,83675.77,45862.81,37812.96,45.2,Closed Won,Enterprise,New,1,5,81336.44,89592.2,94.1,Inbound,29
2022-04-04,2022,Q2,April,Europe,India,Rep_018,Direct,Enterprise Suite,Software,43,6541.55,22.4,218381.87,107497.91,110883.95,50.8,Negotiation,Enterprise,Existing,12,2,214048.19,258765.91,81.7,Event,127
2024-05-13,2024,Q2,May,North America,Germany,Rep_007,Reseller,Starter Kit,Add-on,9,7021.46,23.6,48303.81,19884.47,28419.34,58.8,Discovery,Mid-Market,Existing,36,3,49379.28,53697.69,108.9,Paid,38
2024-09-16,2024,Q3,September,North America,USA,Rep_034,Marketplace,Cloud Storage,Add-on,27,4517.74,16.4,102005.76,38525.12,63480.63,62.2,Discovery,Enterprise,New,24,9,102477.09,110189.89,67.6,Paid,68
2024-09-13,2024,Q3,September,Latin America,USA,Rep_001,Partner,AI Accelerator,Add-on,10,8421.52,24.7,63418.46,37019.84,26398.62,41.6,Discovery,Enterprise,Existing,36,3,58026.18,63206.59,79.3,Referral,17
2024-11-04,2024,Q4,November,Middle East & Africa,Australia,Rep_037,Reseller,Analytics Add-on,Add-on,42,3909.65,2.0,160969.13,82804.73,78164.4,48.6,Closed Won,Enterprise,Existing,36,6,148693.85,160800.01,112.3,Inbound,108
2024-04-24,2024,Q2,April,Middle East & Africa,India,Rep_020,Marketplace,Enterprise Suite,Software,36,200.66,15.1,6132.7,2331.32,3801.39,62.0,Discovery,SMB,New,36,6,5965.09,5039.3,77.8,Event,89
2024-08-26,2024,Q3,August,Latin America,UAE,Rep_019,Marketplace,AI Accelerator,Add-on,8,1153.88,0.1,9225.99,4289.93,4936.06,53.5,Discovery,SMB,Existing,1,1,9958.31,9198.03,125.7,Paid,109
2022-08-08,2022,Q3,August,Middle East & Africa,Australia,Rep_013,Online,Security Module,Add-on,13,2036.93,9.8,23879.05,14102.05,9777.0,40.9,Closed Won,Mid-Market,Existing,1,10,22079.62,27620.94,96.6,SEO,134
2022-10-03,2022,Q4,October,North America,India,Rep_031,Marketplace,Cloud Storage,Add-on,34,7413.9,10.8,224797.58,110485.03,114312.56,50.9,Closed Lost,Enterprise,Reactivated,12,3,206973.56,238961.79,108.5,Referral,134
2024-02-27,2024,Q1,February,Middle East & Africa,Brazil,Rep_029,Partner,Data Connector,Add-on,45,7670.27,24.1,262013.2,127157.41,134855.79,51.5,Closed Lost,Enterprise,Existing,24,9,280915.23,284218.75,134.8,Paid,60
2023-02-16,2023,Q1,February,Middle East & Africa,Germany,Rep_033,Marketplace,Analytics Add-on,Add-on,46,3046.68,16.8,116589.41,54142.16,62447.25,53.6,Negotiation,Enterprise,Reactivated,1,6,118041.65,120451.14,135.4,Paid,111
2024-12-29,2024,Q4,December,Latin America,USA,Rep_013,Online,Security Module,Add-on,1,5321.75,3.6,5128.41,1630.15,3498.26,68.2,Closed Lost,SMB,Existing,24,3,5476.5,5519.38,83.6,SEO,13
2024-01-05,2024,Q1,January,North America,France,Rep_025,Partner,Cloud Storage,Add-on,40,8705.75,21.6,272938.96,168847.3,104091.66,38.1,Discovery,Enterprise,Reactivated,24,1,296219.82,260662.67,136.5,Paid,85
2022-04-21,2022,Q2,April,Asia Pacific,Japan,Rep_024,Marketplace,Enterprise Suite,Software,13,6280.5,21.8,63886.02,40433.93,23452.1,36.7,Discovery,Enterprise,Reactivated,12,4,61256.19,55642.83,114.6,Outbound,49
2024-11-18,2024,Q4,November,Latin America,India,Rep_017,Direct,Pro Plan,Software,3,4398.38,3.3,12766.07,5794.64,6971.43,54.6,Negotiation,Mid-Market,Existing,12,1,11881.9,11860.34,64.1,Paid,162
2023-09-09,2023,Q3,September,Middle East & Africa,Japan,Rep_012,Marketplace,Cloud Storage,Add-on,36,3708.24,7.9,122888.32,66215.36,56672.96,46.1,Closed Won,Enterprise,Reactivated,12,7,123947.13,118140.76,88.0,Outbound,174
2023-11-11,2023,Q4,November,Asia Pacific,France,Rep_001,Direct,AI Accelerator,Add-on,19,2339.76,13.3,38559.61,21701.58,16858.03,43.7,Negotiation,Mid-Market,Existing,12,10,41787.88,34608.44,63.2,Referral,102
2022-08-21,2022,Q3,August,Asia Pacific,UAE,Rep_033,Marketplace,Data Connector,Add-on,35,7293.96,12.9,222301.01,78163.36,144137.65,64.8,Proposal,Enterprise,Existing,1,5,240008.69,194959.09,101.1,Inbound,47
2024-12-28,2024,Q4,December,North America,Canada,Rep_007,Partner,Enterprise Suite,Software,14,6768.28,21.6,74266.16,46752.18,27513.98,37.0,Discovery,Enterprise,Reactivated,36,2,77933.29,63980.44,96.7,Referral,14
2022-06-29,2022,Q2,June,North America,Japan,Rep_017,Reseller,Pro Plan,Software,12,7982.3,14.4,82019.09,42100.69,39918.39,48.7,Proposal,Enterprise,Existing,36,7,79007.41,78393.9,69.5,Inbound,169
2022-05-10,2022,Q2,May,North America,Brazil,Rep_039,Direct,Enterprise Suite,Software,23,9293.87,19.7,171707.66,69799.54,101908.12,59.3,Negotiation,Enterprise,Existing,36,7,182769.84,139482.88,72.5,Outbound,39
2024-03-11,2024,Q1,March,Europe,UAE,Rep_001,Marketplace,Security Module,Add-on,20,6836.43,19.9,109553.25,72266.87,37286.38,34.0,Discovery,Enterprise,New,1,1,98708.13,113788.79,103.0,Inbound,83
2023-03-07,2023,Q1,March,Europe,Germany,Rep_015,Marketplace,AI Accelerator,Add-on,27,9074.15,3.6,236276.72,125652.97,110623.75,46.8,Negotiation,Enterprise,New,1,3,244356.34,242636.6,64.4,SEO,123
